LoanAmount,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,UPDATED STATE
14912,"UNIQUE STONE &#X26; TILE, INC",7669 NE DAY RD,BAINBRIDGE ISLAND,CA,98110,,Corporation,Unanswered,Unanswered,Unanswered,,3,5/1/2020,"MUFG Union Bank, National Association",WA-06,WA
14650,JACQUELINE SHOCKLEY,412 Owen Street,SANTA CRUZ,CA,95062,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,4/28/2020,Santa Cruz County Bank,HI-02,
14540,MISION VITAL,17605 FABRICA WAY,CERRITOS,CA,91703,999990,Corporation,Unanswered,Unanswered,Unanswered,,3,5/1/2020,"Bank of America, National Association",,
14212,"REAL ALCHEMY HOLDINGS, LLC",177 S. Waterwheel Way,ORANGE,CA,92669,551112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,"JPMorgan Chase Bank, National Association",,
13750,FOOTHILL ONE STOP INCORPORATED,1225 E 1400 N,LOGAN,CA,94341,,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
13680,TALKTAX INC,3550 WATT AVE 110,SACRAMENTO,CA,94821,541213,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
13542,EMPAME BUSSINESS INC,220 W 1ST STE 101,SANTA ANA,CA,97203,999990,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",OR-03,
13540,MAXWELL SCOTT,N/A,N/A,CA,,999990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"JPMorgan Chase Bank, National Association",,
13520,"GREENIRON CONSTRUCTS, INC",3200 AIRPORT AVE SUITE 20,SANTA MONICA,CA,98405,236115,Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"MUFG Union Bank, National Association",WA-06,
13317,TAWNY BURNS REALTOR,11 Newell Court,Walnut Creek,CA,94594,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,WebBank,,
12500,INTEGRATIVE IMPACT LLC,N/A,N/A,CA,,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,"JPMorgan Chase Bank, National Association",,
12412,"HUMAN NATURE, LLC",1356 Pacific Street,BROOKLYN,CA,11216,446191,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5/1/2020,"JPMorgan Chase Bank, National Association",NY-08,NY
11575,GRANKO LIMITED PARTNERSHIP,8966 H Garvey Avenue,Rosemead,CA,85226,531210,Partnership,Unanswered,Unanswered,Unanswered,,1,5/1/2020,WebBank,AZ-09,
10560,LUIS G. CORTEZ DBA L.G. CORTEZ INSURANCE AGENCY,18002 Irvine Blvd,TUSTIN,CA,92789,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"JPMorgan Chase Bank, National Association",,
9370,RICHARD FRACCALVIERI DBA A QUIET PLACE FLOATATION SPA,1525 GRAND AVE,SAN MARCOS,CA,98078,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"MUFG Union Bank, National Association",,
9218,SERENITE INTERIORS BY LAURA DOWNING,1177 IDAHO ST,REDLANDS,CA,92574,999990,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
7500,"LUDWICK LAW GROUP, P.S.",11005 MAIN STREET,BELLEVUE,CA,98004,541110,Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"MUFG Union Bank, National Association",WA-09,
7386,ASURENT HOLDINGS INC,2140 MAIN ST,RED BLUFF,CA,98060,561110,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
7365,WEC SERVICES INC,26610 AGOURA ROAD SUITE 120,CALABASAS,CA,92302,,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
7025,GUSTAVO LOPEZ DBA ROYALTY INSURANCE SERVICES,7904 BROADWAY,LEMON GROVE,CA,61946,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"MUFG Union Bank, National Association",,
5038,COOP DESIGN HOUSE,2619 SANTA ANA AVENUE,COSTA MESA,CA,94627,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Bank of America, National Association",,
5000,"SOUTHWEST PAINT PRODUCTS, INC.",13308 Midland Rd.,POWAY,CA,62064,325510,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"JPMorgan Chase Bank, National Association",,
4899,CANAAN SECURITY SERVICES,9876 FARMINGTON ST.,HESPERIA,CA,82344,,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
4582,STACY HARVEY JR,1225 e hacienda ave 23,Las Vegas,CA,89119,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,WebBank,NV-01,NV
4166,LOAN ONE FINANCIAL SERIVCES,1875 olympic blvd,walnut creek,CA,95496,,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,5/1/2020,Customers Bank,,
3000,TAMARA S TANGHERLINI DBA YOUNIQUE FITNES,10838 Bell Ct,RANCHO CUCAMONGA,CA,91370,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"JPMorgan Chase Bank, National Association",,
2707,SIGN GROUP,N/A,N/A,CA,,541890,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"JPMorgan Chase Bank, National Association",,
1250,REIGN ELECTRIC SERVICES AND SYSTEMS INC,27758 SANTA MARGARITA PKWY NO. 314,SHAHRIAR SADDEGHI,CA,92269,238210,Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Bank of America, National Association",,
147500,"JANETTE PINEDO D.D.S., INC",3400 LOMITA BLVD STE 406,TORRANCE,CO,90505,621210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,17,5/1/2020,"MUFG Union Bank, National Association",CA-33,CA
127779,KELLY BRADSHAW,BRADSHAW CONSTRUCTION,LA QUINTA,CO,92253,,Corporation,Unanswered,Unanswered,Unanswered,,7,5/1/2020,"Bank of America, National Association",CA-36,CA
98833.15,"LAMAR'S DONUTS OMAHA, LLC",17202 Audrey Street,Omaha,CO,68136,445291,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,25,5/1/2020,TCF National Bank,NE-02,NE
95000,PASTIS LLC,447 S CALIFORNIA AVE,PALO ALTO,CO,94306,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,5/1/2020,"MUFG Union Bank, National Association",CA-18,CA
69215,J FITZ LANDSCAPING INC,54 COLUMBINE CIRCLE,AVON,CO,81260,,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
62535,"CREATIVE THINKING, INC.",100 FOURTH STREET,PETALUMA,CO,94952,,Corporation,Unanswered,Unanswered,Unanswered,,3,5/1/2020,"MUFG Union Bank, National Association",CA-02,CA
57700,MEDINA ROBERT EADES,27545 Valley Center Rd,Valley Center,CO,92082,236115,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Zions Bank, A Division of",CA-50,CA
50000,"JAVA NAILS &AMP; SPA, LLC.",N/A,N/A,CO,,812113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,5/1/2020,"JPMorgan Chase Bank, National Association",,
42100,DKRSD INC,3773 avocado blvd,la mesa,CO,91941,999990,Corporation,Unanswered,Unanswered,Unanswered,,9,5/1/2020,"Zions Bank, A Division of",CA-53,CA
41782,"CPH ENTERPRISES, INC.",25124 Springfield Court,VALENCIA,CO,91355,541618,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,5/1/2020,"JPMorgan Chase Bank, National Association",CA-25,CA
36805,"CHRISTOPHER B. LIN, M.D., INC. A PROFESSIONAL CORPORATION","27725 SANTA MARGARITA PKWY, SUITE 225",MISSION VIEJO,CO,92691,621111,Corporation,Unanswered,Unanswered,Unanswered,,3,5/1/2020,"MUFG Union Bank, National Association",CA-45,CA
30000,"SYNTIRO NETWORKS, INC",19410 Kershaw Ct,Colorado Springs,CO,59034,541512,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,TCF National Bank,MT-,
27840,MARY DAHL DBA NONE,977 PACIFIC ST STE A,MONTEREY,CO,93940,,Sole Proprietorship,Unanswered,Female Owned,Veteran,,5,5/1/2020,"MUFG Union Bank, National Association",CA-20,CA
27622,JEFFREY FROSIO DBA FROSIO PLUMBING,7815 TANGLEROD LN,LA MESA,CO,91942,238220,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4,5/1/2020,"MUFG Union Bank, National Association",CA-53,CA
25300,KAMLET LLP,"3900 E. Mcxico Ave., Suite 300",Denver,CO,85021,541110,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Zions Bank, A Division of",AZ-07,
25000,SOUTHCO TIRE LLC,519 NORTH UNION BLVD,COLO SPGS,CO,59034,441320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,5/1/2020,TCF National Bank,MT-,
25000,BLAKE BRONSTAD DBA BLAKE BRONSTAD PHOTOGRAPHY,501 ALAMEDA PADRE SERRA,SANTA BARBARA,CO,93103,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"MUFG Union Bank, National Association",CA-24,CA
21900,CRANE ENTERPRISES INC,1120 North Circle Dr,COLORADO SPRINGS,CO,80909,541511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"Newtek Small Business Finance, Inc.",,
15250,LASER NURSING MANAGEMENT INC.,1350 E. LOS ANGELES AVE,SIMI VALLEY,CO,93065,623110,Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"MUFG Union Bank, National Association",CA-26,CA
5167.5,BAGALAMUKHI LLC,83 Raffia RD,Enfield,CO,6082,999990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,TCF National Bank,CT-02,CT
2147,KJARRETT INC.,2350 FORD RD,NEWPORT BEACH,CO,92660,999990,Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"Bank of America, National Association",CA-48,CA
2145,NURSING PRACTITIONER ASSOCIATES CORP,8350 POOLE AVE,SUN VALLEY,CO,91352,813920,Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"MUFG Union Bank, National Association",CA-28,CA
132916,"BLUE SAND SECURITIES, LLC-SBA SMALL 7A TERM",15211 N Kierland Blvd Ste 240,Scottsdale AZ,CT,85254,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",AZ-06,AZ
130000,"AZ POWER, INC.",5601 W Slauson Ave.,CULVER CITY,CT,90230,999990,Corporation,Unanswered,Unanswered,Unanswered,,11,5/1/2020,"JPMorgan Chase Bank, National Association",CA-37,CA
128456,MARCUS LAW FIRM,275 BRANFORD ROAD,NORTH BRANFORD,CT,64710,541110,,Unanswered,Unanswered,Unanswered,,8,5/1/2020,KeyBank National Association,,
115000,"ATLANTIC COAST FULFILLMENT, INC.","57 Dodge Ave, # 3",North Haven,CT,12345,561990,Partnership,Unanswered,Unanswered,Unanswered,,9,5/1/2020,KeyBank National Association,NY-20,
101000,"G &AMP; R MARINE UNLIMITED, LLC",44 Kimberly Drive,SOUTH WINDSOR,CT,11111,441222,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,5/1/2020,KeyBank National Association,,
68264.58,WASHINGTON HEART AND VASCULAR CENTER-SBA SMALL 7A TERM,106 Irving St NW,WASHINGTON,CT,20010,621111,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,0,5/1/2020,"TD Bank, National Association",DC-,DC
33800,"PURFX, INC.",69 Westbrook Industrial Park,Westbrook,CT,16498,334416,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5,5/1/2020,KeyBank National Association,,
28600,"PALCO CONSTRUCTION, L.L.C.",63 Augur Rd Ext,Northford,CT,12345,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5/1/2020,KeyBank National Association,NY-20,
28168,CIDERJACKS LLC,83 Salmon Brook Street,GRANBY,CT,6035,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,5/1/2020,Customers Bank,,
27282,LAW OFFICE OF MICHAEL G BEEBE,150 WEST MAIN STREET,BRANFORD,CT,22222,541110,,Unanswered,Unanswered,Unanswered,,2,5/1/2020,KeyBank National Association,,
26100,KRIS HARDY INC,512 PINEVIEW CT,MARTINEZ,CT,30907,531320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,Synovus Bank,GA-12,GA
25000,"CARTER MCBRIDE, LLC",14 Katrina Circle,Bethel,CT,12345,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,KeyBank National Association,NY-20,
25000,ART N ASH INC-SBA SMALL 7A TERM,106 Watchung Av,plainfield,CT,7060,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NJ-12,NJ
21925,FRESH YOGA LLC,319 Peck St,New Haven,CT,65130,611620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,KeyBank National Association,,
20832,"MADBAR, LLC",4162 HOOKER ST,DENVER,CT,80211,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,"JPMorgan Chase Bank, National Association",CO-01,CO
20830,"BRATTICE ADVISORS, LLC",496 Northumberland Rd,TEANECK,CT,7666,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5/1/2020,"JPMorgan Chase Bank, National Association",NJ-05,NJ
17750,COAST ATHLETIC INC,"184 Summer St, #2106",STAMFORD,CT,10538,713940,Corporation,Unanswered,Male Owned,Non-Veteran,,2,5/1/2020,"JPMorgan Chase Bank, National Association",NY-16,
17337,JAYMS II ENTERPRISES LLC-SBA SMALL 7A TERM,929 Washington St,Middletown,CT,5457,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",VT-,
13390,DAVID J. ISENSTADT,365 Highland Ave.,Cheshire,CT,16410,,,Unanswered,Unanswered,Unanswered,,1,5/1/2020,KeyBank National Association,PA-16,
12500,SIRIUS SOLUTIONS INC,370 Mine Hill Road,Fairfield,CT,6430,999990,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,1,5/1/2020,WebBank,,
10000,"ELSIE ENCARNACION INSURANCE AND FINANCIAL SERVICES, INC.",487A Campbell Ave,West Haven,CT,65160,524126,,Unanswered,Unanswered,Unanswered,,5,5/1/2020,KeyBank National Association,,
6000,LISA SMART,63 High Street,Suffield,CT,60780,,,Unanswered,Unanswered,Unanswered,,1,5/1/2020,KeyBank National Association,,
2792,GALERIE 888 LLC-SBA SMALL 7A TERM,89 Greenwich Avenue,Greenwich,CT,8850,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NJ-12,
100500,WOMAN'S NATIONAL DEMOCRATIC CLUB,1526 New Hampshire Ave NW,Washington,DC,20815,713940,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,5/1/2020,"Newtek Small Business Finance, Inc.",MD-08,
50721.02,"EUBANKS & ASSOCIATES, LLC",1331 H Street NW,WASHINGTON,DC,20005,541110,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,4,4/28/2020,Cache Bank & Trust,CO-02,
20000,MCBETH ENTERPRISE-SBA SMALL 7A TERM,1629 K Street NW,Washington,DC,20735,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",MD-05,
10565,MAXIM FOOD CORP,2141 K Street NW,Washington,DC,22037,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",VA-08,
31237.5,JOCABED INC,624 S GATEWAY DR,MEDERA,DE,93638,,Corporation,Unanswered,Unanswered,Unanswered,,10,5/1/2020,"MUFG Union Bank, National Association",CA-16,CA
26765,CYPRESS BROAD LLC,1013 Centre Road,Wilmington,DE,26765,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5/1/2020,KeyBank National Association,,
18900,"S.B. ELECTRIC, LLC",2404 3rd ave,Upper Chichester,DE,19061,,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",PA-05,PA
8335,DANIEL VILLAZON PA,5728 MAJOR BLVD STE 535,ORLANDO,DE,32819,541110,Corporation,Unanswered,Male Owned,Non-Veteran,,1,5/1/2020,"Bank of America, National Association",FL-10,FL
6300,LISA C. JACKSON,47 O ROURKE CT,NEWARK,DE,19702,812112,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,7/21/2020,First Resource Bank,PA-06,
42100,"PSP INDUSTRIAL LAUNDRY EQUIPMENT, LLC",2700 Gateway Drive,Pompano Beach,FI,33069,333318,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,5/1/2020,"Citibank, N.A.",FL-22,FL
120521,C AND S DRYWALL COMPANY INC,5068 FORSYTH COMMERCE ROAD,ORLANDO,FL,32870,238310,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
116591,WBBII LLC,9858 CLINT MOORE RD C122,BOCA RATON,FL,11496,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
106276,"ALLURE HOSPITALITY SUPPLIERS, INC",7100 NW 50TH ST,MIAMI,FL,33166,722320,Partnership,Unanswered,Unanswered,Unanswered,,0,4/16/2020,"TD Bank, National Association",NJ-02,
70700,DECOR BUILT CONSTRUCTION CO. INC,1130 PELION PL,THE VILLAGES,FL,32162,236220,Corporation,Unanswered,Unanswered,Unanswered,,7,4/13/2020,Truist Bank d/b/a Branch Banking & Trust Co,OH-07,
64450.65,THE COPPER BULL LLC,7279 NAVARRE PARKWAY,NAVARRE,FL,32556,722410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16,5/1/2020,Synovus Bank,,
62000,AC POLICE LLC,N/A,N/A,FL,,238220,Corporation,Unanswered,Unanswered,Unanswered,,6,5/1/2020,"JPMorgan Chase Bank, National Association",,
55317,EVERETT G NOETZEL LLC,177 S. Banana River Dr.,MERRITT ISLAND,FL,32952,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,4/28/2020,"TD Bank, National Association",MA-05,
52700,"NORTHERN SOFTWARE TOOLS, INC.",624 Circlewood Drive,VENICE,FL,34293,541519,Subchapter S Corporation,White,Male Owned,Non-Veteran,,6,4/4/2020,MinnStar Bank National Association,MN-01,
50070,CEDARDALE SWIM AND TENNIS CLUB GROVELAND-SBA SMALL 7A TERM,20 BARE HILL ROAD,GROVELAND,FL,1834,713940,Corporation,Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",MA-06,MA
47500,RANDALL RODS INC,72 Poquito Road,Shalimar,FL,30269,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6,5/1/2020,Synovus Bank,GA-03,
32262,"SOUTH FLORIDA CPA FINANCIAL, INC",12555 Orange Drive,Davie,FL,33333,523930,Corporation,Unanswered,Unanswered,Unanswered,,4,5/1/2020,Customers Bank,,
30537,"C &AMP; T SYNERGY, INC. DBA SIR SPEEDY PRINTING",9440 Philips Highway,JACKSONVILLE,FL,32556,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,5/1/2020,"JPMorgan Chase Bank, National Association",,
29876.13,"DEFENSE & AEROSPACE INTERNATIONAL, INC.","7877 Clemson Street, Suite 102",NAPLES,FL,34104,541618,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4/30/2020,First Horizon Bank,OH-12,
27520,JONATHAN RICHARDS CORPORATION,16721 CABREO DRIVE,NAPLES,FL,34410,531120,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
26250,"PEDRO TRUCK PARTS & TRAILERS, CORP",N/A,N/A,FL,,,Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,"JPMorgan Chase Bank, National Association",,
24675,AUTHORIZED DEALER SNAPON EULALIO GALVEZ,8240 S.W. 142 AVENUE,MIAMI,FL,88183,,Corporation,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
23312,"PARKES &AMP; REETH, LLC",2243 Ridgewind Way,WINDERMERE,FL,34876,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,5/1/2020,"JPMorgan Chase Bank, National Association",,
22345,SUNSHINE SURFACE OF FLORIDA INC,2255 SE VETERANS MEMORIAL PARKWAY 9022,PORT ST LUCIE,FL,43952,236115,Corporation,Unanswered,Unanswered,Unanswered,,4,5/1/2020,WebBank,OH-06,
20833,DR DAVID C MARTIN DPM P L,5509 GRAND BLVD,NEW PORT RICHEY,FL,34562,,Corporation,Unanswered,Unanswered,Unanswered,,5,5/1/2020,"Bank of America, National Association",,
20832,KELLY K. LOPEZ REPORTING,7602 LAKESIDE BLVD,TAMPA,FL,33614,541110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,5/7/2020,Celtic Bank Corporation,CA-05,
15784.37,MARY ADAIR ALLEN,2901 Frederica Rd,Saint Simons Island,FL,31522,,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1,5/1/2020,Synovus Bank,GA-01,
14582,KARUNA APAHA INC.,44 Kontiki Circle,SAINT AUGUSTINE,FL,32080,221310,Corporation,Unanswered,Unanswered,Unanswered,,2,6/30/2020,First U.S. Community CU,CA-01,
13473,"ZELLER PROPERTIES, LLC-SBA SMALL 7A TERM",110 Hartford Ave,Mt Vernon,FL,10553,531120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5/1/2020,"TD Bank, National Association",NY-16,NY
9519,CO-OP SOLUTIONS LLC,980 N FEDERAL HIGHWAY,BOCA RATON,FL,33342,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
8750,EXCELLENT POOL SERVICE LLC,N/A,N/A,FL,,541512,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5/1/2020,"JPMorgan Chase Bank, National Association",,
8357,BRANDT BUILDERS,9 S Flora Vista St,ENGLEWOOD,FL,34223,238350,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,8/5/2020,National Bank of Commerce,ND-,
8125,LARGO MODS,2194 MAIN ST SUITE L,DUNEDIN,FL,34694,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
7525,JUMP COMMUNICATIONS &AMP; MARKETING INC.,5379 LYONS RD,COCONUT CREEK,FL,33078,,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,"JPMorgan Chase Bank, National Association",,
7412,B &AMP; K HOME MAKEOVER,224 LARRY RD,LAKELAND,FL,33089,444110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/1/2020,"Wells Fargo Bank, National Association",,
6795,REBECCA BRANHAM,532 River Road,McDonough,FL,30252,,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,5/1/2020,Synovus Bank,GA-10,GA
5969,DONALD PATTERSON,4410 HIDDEN RIVER RD,SARASOTA,FL,34240,451110,Sole Proprietorship,Unanswered,Male Owned,Unanswered,,1,7/14/2020,Texas National Bank of Jacksonville,TX-04,
5483,TEAM GUI INC.,8600 Skymaster Dr,New Port Richey,FL,31654,561990,Corporation,Unanswered,Unanswered,Unanswered,,2,5/1/2020,Customers Bank,,
5125,"GRAFICO INDUSTRIES, INC.",7211 Waters Way,Englewood,FL,34244,339999,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,Synovus Bank,,
3107.7,LEE AJA,1323 LAKES BLVD C,LAKE PARK,FL,31636,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,Synovus Bank,GA-08,GA
3000,FANTASIA FARMS INC,6924 CROSS CREEK ESTATES RD,LANCASTER,FL,29720,111998,Corporation,Unanswered,Unanswered,Unanswered,,1,5/1/2020,WebBank,SC-05,SC
1875,ELIZABETH BIGGS,2003 Foxcroft Dr.,Pensacola,FL,30240,,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,5/1/2020,Synovus Bank,GA-03,
1668.75,AN ORGANIC LUNCHBOX LLC,2965 Velda Dairy Rd,Tallahassee,FL,32039,722513,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5/1/2020,Synovus Bank,,
1485,MAYDELIS LARA,17670 NW 78 AVE #107,HIALEAH,FL,33105,524126,Independent Contractors,Unanswered,Unanswered,Unanswered,,1,5/1/2020,Synovus Bank,,
103042.95,"EXPERT MESSENGER, INC.",10161 49th St N STE Y,Pinellas Park,GA,33782,492210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,5/1/2020,Synovus Bank,FL-13,FL
